CountLineCode,$AvgCyclomatic,$AvgCyclomaticModified,$AvgCyclomaticStrict,$AvgEssential,$AvgLine,$AvgLineBlank,$AvgLineCode,$AvgLineComment,$CountLine,$CountLineBlank,$CountLineCodeDecl,$CountLineCodeExe,$CountLineComment,$CountSemicolon,$CountStmt,$CountStmtDecl,$CountStmtExe,$MaxCyclomatic,$MaxCyclomaticModified,$MaxCyclomaticStrict,$RatioCommentToCode,$SumCyclomatic,$SumCyclomaticModified,$SumCyclomaticStrict,$SumEssential,bug
7,1,1,1,1,5,0,5,0,8,1,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,8,1,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
7,1,1,1,1,5,0,5,0,9,2,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,0
8,1,1,1,1,3,0,3,0,11,3,3,2,0,2,3,1,2,1,1,1,0,2,2,2,2,0
8,1,1,1,1,7,1,6,0,11,3,5,1,0,4,6,5,1,1,1,1,0,1,1,1,1,0
8,2,2,2,1,7,0,6,1,9,0,3,2,1,2,5,3,2,2,2,2,0.13,2,2,2,1,0
8,1,1,1,1,2,0,2,0,24,4,6,0,12,4,5,5,0,1,1,1,1.5,1,1,1,1,0
8,1,1,1,1,8,0,7,1,10,1,2,5,1,5,6,1,5,1,1,1,0.13,1,1,1,1,0
8,1,1,1,1,2,0,2,0,30,4,6,0,18,4,5,5,0,1,1,1,2.25,1,1,1,1,0
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,2,0,2,0,13,4,5,0,0,0,5,5,0,1,1,1,0,4,4,4,4,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,8,0,7,1,12,2,2,5,1,5,6,1,5,1,1,1,0.11,1,1,1,1,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,1
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,0
9,1,1,1,1,3,0,3,0,13,4,4,2,0,3,5,3,2,1,1,1,0,2,2,2,2,0
9,2,2,2,1,7,0,7,0,11,2,4,2,0,5,7,5,2,2,2,2,0,2,2,2,1,0
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,0
9,1,1,1,1,7,0,7,0,11,2,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,0
10,1,1,1,1,4,0,4,0,10,0,5,2,0,5,7,5,2,1,1,1,0,2,2,2,2,0
10,1,1,1,1,3,0,3,0,13,3,5,2,0,4,6,4,2,1,1,1,0,2,2,2,2,0
10,1,1,1,1,3,0,3,0,10,0,5,2,0,4,6,4,2,1,1,1,0,2,2,2,2,0
10,1,1,1,1,8,0,8,0,12,2,3,5,0,6,8,3,5,1,1,1,0,1,1,1,1,0
10,1,1,1,1,3,0,3,0,10,0,5,2,0,4,6,4,2,1,1,1,0,2,2,2,2,0
10,1,1,1,1,2,0,2,0,50,6,8,0,34,6,7,7,0,1,1,1,3.4,1,1,1,1,0
11,1,1,1,1,3,0,3,0,13,2,5,3,0,5,7,4,3,1,1,1,0,2,2,2,2,1
11,1,1,1,1,5,0,5,0,13,2,6,3,0,6,9,6,3,1,1,1,0,2,2,2,2,1
11,1,1,1,1,3,0,3,0,14,3,4,3,0,3,6,3,3,1,1,1,0,3,3,3,3,0
11,1,1,1,1,4,0,4,0,14,3,3,5,0,5,7,2,5,1,1,1,0,2,2,2,2,0
11,2,2,2,1,9,0,9,0,13,2,4,4,0,5,7,5,2,2,2,2,0,2,2,2,1,0
12,1,1,1,1,2,0,2,0,52,11,10,0,29,8,9,9,0,1,1,1,2.42,1,1,1,1,1
12,1,1,1,1,3,0,3,0,16,4,6,3,0,5,7,4,3,1,1,1,0,2,2,2,2,0
12,2,2,2,1,12,0,11,1,14,1,2,8,1,6,9,2,7,2,2,2,0.08,2,2,2,1,0
13,1,1,1,1,7,0,6,1,17,2,9,2,2,6,9,7,2,1,1,1,0.15,2,2,2,2,1
13,1,1,2,1,7,0,6,1,17,2,7,3,2,6,9,6,3,2,2,4,0.15,3,3,5,2,1
13,1,1,1,1,3,0,3,0,17,4,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
13,2,2,2,1,9,0,9,0,14,1,4,6,0,6,8,3,5,2,2,2,0,2,2,2,1,0
13,1,1,1,1,6,1,5,0,17,4,8,2,0,7,10,8,2,1,1,1,0,2,2,2,2,0
13,1,1,1,1,7,0,7,0,13,0,6,5,0,9,10,5,5,1,1,1,0,1,1,1,1,0
13,1,1,1,1,3,0,3,0,16,3,6,3,0,5,9,6,3,1,1,1,0,3,3,3,3,0
13,1,1,2,1,5,0,5,0,20,3,5,5,4,6,9,4,5,2,2,4,0.31,3,3,5,2,0
13,1,1,1,1,3,0,3,0,18,5,5,4,0,5,8,4,4,1,1,1,0,3,3,3,3,0
14,1,1,1,1,6,0,6,0,16,2,6,6,0,9,12,6,6,1,1,1,0,2,2,2,2,1
14,1,1,1,1,3,0,3,0,19,5,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
14,1,1,1,1,6,0,6,0,14,0,5,5,0,6,9,5,4,2,2,2,0,3,3,3,2,0
14,1,1,1,1,3,0,3,0,17,3,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
14,1,1,1,1,3,0,3,0,25,5,6,4,6,6,9,5,4,1,1,1,0.43,3,3,3,3,0
14,1,1,1,1,3,0,3,0,20,6,6,4,1,6,9,5,4,1,1,1,0.07,3,3,3,3,0
14,1,1,1,1,3,0,3,0,17,3,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
14,1,1,2,1,8,1,6,0,20,5,8,3,1,7,10,7,3,2,2,3,0.07,3,3,4,2,0
14,1,1,1,1,3,0,3,0,17,3,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
14,1,1,1,1,6,0,6,0,16,2,6,6,0,8,10,4,6,1,1,1,0,2,2,2,2,0
14,1,1,1,1,3,0,3,0,19,5,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,0
15,1,1,1,1,7,0,7,0,17,2,6,7,0,10,13,6,7,1,1,1,0,2,2,2,2,1
15,1,1,1,1,5,0,5,0,18,3,7,5,0,8,11,6,5,1,1,1,0,2,2,2,2,0
15,1,1,1,1,7,1,6,0,21,5,7,5,2,9,11,6,5,1,1,1,0.13,2,2,2,2,0
15,1,1,2,1,6,0,6,0,19,4,6,5,1,7,10,5,5,2,2,3,0.07,3,3,4,2,0
15,1,1,1,1,7,0,6,1,18,1,4,7,2,5,9,3,6,2,2,2,0.13,3,3,3,2,0
15,1,1,1,1,2,0,2,0,75,11,13,0,49,11,12,12,0,1,1,1,3.27,1,1,1,1,0
15,1,1,1,1,6,0,6,0,18,3,6,6,0,8,10,4,6,1,1,1,0,2,2,2,2,0
16,2,2,3,2,7,0,7,0,18,2,7,5,0,7,11,6,5,3,3,5,0,4,4,6,4,0
16,1,1,1,1,3,0,3,0,22,6,7,4,0,5,9,5,4,1,1,1,0,4,4,4,4,0
16,3,3,3,1,15,0,15,0,17,1,4,8,0,10,13,7,6,3,3,3,0,3,3,3,1,0
16,1,1,1,1,3,0,3,0,21,5,7,5,0,7,11,6,5,1,1,1,0,4,4,4,4,0
17,2,2,2,1,7,0,7,0,27,3,7,5,7,9,12,7,5,3,3,4,0.41,4,4,5,2,0
18,1,1,1,1,11,3,8,0,28,9,12,3,1,12,15,12,3,1,1,1,0.06,2,2,2,2,0
18,1,1,1,1,5,0,5,0,22,4,4,8,0,5,10,3,7,2,2,2,0,5,5,5,3,0
18,1,1,1,1,3,0,3,0,32,5,8,6,9,9,13,7,6,1,1,1,0.5,4,4,4,4,0
18,1,1,1,1,3,0,3,0,22,4,7,6,0,8,11,5,6,1,1,1,0,4,4,4,4,0
18,1,1,1,1,3,0,3,0,24,6,7,6,0,8,12,6,6,1,1,1,0,4,4,4,4,0
18,1,1,2,1,7,0,7,0,23,5,9,5,0,10,14,9,5,2,2,3,0,3,3,4,2,0
19,1,1,1,1,8,0,6,1,28,6,8,7,3,10,14,8,6,2,2,2,0.16,3,3,3,2,0
19,1,1,1,1,3,0,3,0,20,1,8,6,0,9,13,7,6,1,1,1,0,4,4,4,4,0
19,2,2,3,2,9,0,9,0,21,2,7,7,0,8,13,6,7,4,4,5,0,5,5,6,5,0
19,1,1,1,1,3,0,3,0,25,6,8,6,0,9,13,7,6,1,1,1,0,4,4,4,4,0
20,1,1,1,1,9,0,9,0,22,2,10,8,0,11,14,6,8,1,1,1,0,2,2,2,2,1
20,1,1,1,1,19,0,19,0,21,1,4,15,0,17,19,4,15,1,1,1,0,1,1,1,1,0
21,1,1,1,1,6,0,6,0,24,3,7,11,0,13,17,7,10,1,1,1,0,3,3,3,3,1
21,1,1,1,1,7,1,6,0,29,7,10,6,1,10,15,10,5,2,2,2,0.05,4,4,4,3,0
21,2,2,4,2,11,0,10,1,25,2,7,9,2,9,14,6,8,4,4,7,0.1,5,5,8,4,0
21,1,1,1,1,3,0,3,0,28,7,8,7,0,9,13,6,7,1,1,1,0,5,5,5,5,0
21,1,1,1,1,11,0,10,1,25,2,3,15,2,13,17,3,14,2,2,2,0.1,3,3,3,2,0
22,1,1,1,1,3,0,3,0,22,0,9,7,0,10,15,8,7,1,1,1,0,5,5,5,5,0
22,1,1,1,1,10,0,10,0,28,3,10,7,3,12,15,8,7,1,1,1,0.14,1,1,1,1,0
22,1,1,1,1,4,0,4,0,28,6,8,9,0,9,13,7,6,1,1,1,0,4,4,4,4,0
22,1,1,1,1,3,0,3,0,28,6,8,8,0,10,13,5,8,1,1,1,0,5,5,5,5,0
22,3,3,3,3,10,0,10,0,28,4,6,9,2,8,14,5,9,5,5,6,0.09,6,6,7,6,0
23,1,1,2,1,11,0,9,2,29,3,14,5,5,13,16,11,5,2,2,3,0.22,3,3,4,2,1
23,1,1,1,1,3,0,3,0,31,8,9,7,0,9,14,7,7,1,1,1,0,6,6,6,6,0
23,2,2,2,2,11,1,10,0,27,4,7,11,0,9,13,5,8,3,3,3,0,4,4,4,4,0
23,1,1,1,1,12,2,9,0,32,9,10,9,0,13,16,7,9,2,2,2,0,3,3,3,2,0
23,2,2,2,2,11,0,11,0,26,3,10,8,0,11,16,9,7,4,4,4,0,5,5,5,5,0
23,1,1,1,1,3,0,3,0,29,5,18,2,1,17,19,17,2,1,1,1,0.04,2,2,2,2,0
24,1,1,1,1,12,0,12,1,30,3,11,8,4,14,17,9,8,1,1,1,0.17,1,1,1,1,0
24,1,1,1,1,4,0,4,0,28,4,8,11,0,13,16,6,10,1,1,1,0,4,4,4,4,0
24,2,2,4,2,7,0,7,0,39,4,7,10,11,9,16,6,10,4,4,6,0.46,7,7,12,6,0
24,1,1,1,1,2,0,2,0,71,9,20,0,38,8,10,10,0,1,1,1,1.58,1,1,1,1,0
25,1,1,1,1,5,0,5,0,30,5,8,12,0,15,20,8,12,1,1,1,0,4,4,4,4,1
25,1,1,1,1,7,0,7,0,39,6,11,9,8,12,17,10,7,2,2,3,0.32,4,4,5,3,0
25,2,2,3,2,12,0,12,0,28,2,12,8,1,14,20,12,8,4,4,6,0.04,5,5,7,5,0
25,1,1,1,1,4,0,4,0,31,6,10,10,0,14,19,9,10,1,1,1,0,5,5,5,5,0
25,1,1,1,1,4,0,4,0,36,7,9,9,4,11,17,8,9,2,2,4,0.16,6,6,8,5,0
26,1,1,1,1,4,0,4,0,32,6,10,10,0,13,19,9,10,2,2,3,0,6,6,7,5,1
26,1,1,1,1,5,0,5,0,46,6,14,6,14,15,19,13,6,3,3,3,0.54,6,6,6,4,1
26,4,4,4,4,13,1,12,0,31,5,6,16,0,10,19,4,15,7,7,7,0,8,8,8,8,0
26,3,2,3,2,12,0,11,1,27,0,5,16,2,12,16,4,12,5,3,5,0.08,6,4,6,5,0
26,1,1,1,1,4,0,4,0,31,5,9,11,0,14,18,7,11,1,1,1,0,5,5,5,5,0
26,1,1,1,1,3,0,3,0,48,9,11,8,14,12,17,9,8,1,1,1,0.54,6,6,6,6,0
26,1,1,1,1,4,0,4,0,31,5,10,11,0,15,20,9,11,1,1,1,0,5,5,5,5,0
27,1,1,1,1,6,0,5,0,34,5,12,9,2,9,15,8,7,3,3,3,0.07,6,6,6,4,0
27,1,1,1,1,3,0,3,0,34,7,11,9,0,13,19,10,9,1,1,1,0,6,6,6,6,0
28,1,1,2,1,8,0,7,1,35,5,10,12,3,13,19,8,11,2,2,3,0.11,5,5,6,3,1
28,7,3,7,7,27,0,27,6,29,1,1,22,6,14,18,2,16,7,3,7,0.21,7,3,7,7,0
28,3,3,5,3,16,1,13,1,37,5,8,13,4,13,19,8,11,6,6,10,0.14,7,7,11,6,0
28,1,1,1,1,8,0,8,0,38,5,8,14,5,15,20,7,13,3,3,3,0.18,5,5,5,3,0
28,1,1,1,1,4,0,4,0,34,6,10,10,0,14,19,9,10,2,2,2,0,7,7,7,6,0
29,1,1,1,1,5,0,5,0,34,5,14,11,0,12,15,11,4,1,1,1,0,3,3,3,3,1
29,1,1,1,1,3,0,3,0,54,9,10,11,18,13,19,8,11,2,2,2,0.62,6,6,6,5,0
29,1,1,1,1,3,0,3,0,38,9,13,8,0,13,20,12,8,1,1,1,0,7,7,7,7,0
29,1,1,1,1,9,0,9,0,33,4,11,15,0,19,23,8,15,1,1,1,0,3,3,3,3,0
29,1,1,1,1,7,0,7,0,35,6,12,11,0,15,20,10,10,3,3,3,0,5,5,5,3,0
30,2,2,2,1,14,0,14,0,38,4,17,8,4,20,23,15,8,3,3,3,0.13,4,4,4,2,0
30,1,1,1,1,5,0,5,0,44,6,15,10,8,17,21,11,10,1,1,1,0.27,4,4,4,4,0
30,1,1,1,1,4,0,4,0,37,7,13,11,0,16,22,12,10,2,2,2,0,6,6,6,5,0
30,3,3,4,2,15,1,13,0,37,6,9,13,1,16,21,10,11,6,6,7,0.03,7,7,8,4,0
30,2,2,2,1,11,0,11,0,34,4,13,13,0,19,22,11,11,3,3,3,0,4,4,4,2,0
30,2,2,2,1,6,0,5,0,37,5,7,12,2,8,19,7,12,3,3,6,0.07,10,10,13,7,0
30,1,1,1,1,10,0,10,0,42,5,12,11,7,18,23,12,11,2,2,2,0.23,3,3,3,2,0
31,1,1,1,1,5,0,5,0,83,16,15,9,36,17,23,14,9,3,3,4,1.16,6,6,7,6,1
31,1,1,1,1,10,1,7,1,49,8,11,16,10,19,24,8,16,1,1,1,0.32,4,4,4,4,0
31,1,1,1,1,4,0,4,0,38,7,12,13,0,18,24,11,13,1,1,1,0,6,6,6,6,0
32,1,1,1,1,4,0,4,0,41,9,13,10,0,10,19,10,9,2,2,2,0,8,8,8,7,1
32,7,7,8,4,32,0,31,1,34,1,8,17,1,16,24,8,16,7,7,8,0.03,7,7,8,4,0
32,1,1,2,1,7,0,6,0,40,6,10,15,2,16,23,9,14,3,3,6,0.06,7,7,10,4,0
33,1,1,1,1,4,0,4,0,38,5,15,11,0,10,16,7,9,3,2,3,0,7,6,7,5,1
33,2,2,2,1,17,3,14,0,43,10,13,14,0,18,23,9,14,4,4,4,0,5,5,5,2,0
33,1,1,1,1,6,1,5,0,46,13,20,6,0,19,26,20,6,1,1,1,0,6,6,6,6,0
33,1,1,1,1,3,0,3,0,62,12,15,10,17,17,24,14,10,2,2,3,0.52,7,7,8,6,0
34,3,3,3,1,17,1,16,0,38,4,15,13,0,20,25,13,12,4,4,4,0,6,6,6,2,1
34,1,1,1,1,4,0,4,0,47,13,11,13,0,14,23,10,13,3,3,5,0,9,9,12,9,0
34,1,1,1,1,3,0,3,0,43,9,16,10,0,15,22,12,10,1,1,1,0,7,7,7,7,0
34,1,1,1,1,5,0,5,0,42,8,13,13,0,15,22,11,11,2,2,2,0,5,5,5,4,0
34,2,2,2,1,10,0,10,0,38,4,11,17,0,20,26,10,16,3,3,3,0,6,6,6,3,0
35,3,3,4,2,19,1,16,2,43,5,14,13,4,19,26,14,12,5,5,5,0.11,7,7,9,4,1
35,1,1,1,1,8,0,8,0,43,5,13,18,3,17,22,10,12,1,1,1,0.09,4,4,4,4,1
35,2,2,2,1,7,0,7,1,66,6,9,17,28,16,25,8,17,4,4,5,0.8,9,9,10,4,0
35,3,3,3,1,17,3,14,0,47,11,13,15,6,18,23,10,13,4,4,4,0.17,6,6,6,2,0
35,4,4,4,1,16,0,16,0,40,4,11,15,1,18,25,12,13,7,7,7,0.03,8,8,8,2,0
35,1,1,1,1,11,0,10,1,43,4,9,18,5,15,22,10,12,3,3,3,0.14,5,5,5,3,0
36,2,2,3,1,12,1,11,0,45,9,12,16,0,27,30,14,16,5,5,7,0,7,7,9,3,1
36,3,3,3,1,20,1,17,2,43,4,13,16,4,22,27,12,15,5,5,5,0.11,7,7,7,2,0
36,1,1,1,1,4,0,4,0,47,11,15,13,0,14,21,10,11,3,3,3,0,9,9,9,7,0
36,4,4,4,4,11,0,11,0,39,2,6,25,1,15,29,5,24,12,12,12,0.03,14,14,14,14,0
36,1,1,1,1,11,2,8,0,50,14,10,21,0,26,31,10,21,1,1,1,0,4,4,4,4,0
37,1,1,1,1,11,1,10,0,46,8,20,13,1,18,22,11,11,2,2,2,0.03,3,3,3,2,1
37,1,1,1,1,36,1,35,0,39,2,20,15,0,32,34,19,15,1,1,1,0,1,1,1,1,0
38,1,1,1,1,5,0,5,0,43,5,16,15,0,12,18,8,10,3,2,3,0,7,6,7,5,1
38,1,1,1,1,12,0,12,2,44,5,13,21,9,27,31,10,21,1,1,1,0.24,3,3,3,3,1
38,1,1,1,1,4,0,4,0,71,12,14,13,21,16,26,13,13,2,2,2,0.55,9,9,9,8,0
38,1,1,1,1,5,0,5,0,48,7,18,12,3,16,24,12,12,2,2,2,0.08,8,8,8,6,0
38,1,1,1,1,19,1,15,2,50,7,12,23,5,31,33,10,23,1,1,1,0.13,2,2,2,2,0
38,2,2,2,1,14,2,12,0,47,9,16,15,0,20,27,14,13,5,5,5,0,7,7,7,3,0
38,2,2,2,1,9,0,9,0,44,4,5,25,2,24,31,7,24,3,3,3,0.05,8,8,8,4,0
39,1,1,1,1,5,0,5,0,51,11,11,18,2,19,28,10,18,2,2,2,0.05,9,9,9,7,1
39,1,1,1,1,5,0,5,0,78,23,23,9,16,25,31,22,9,3,3,4,0.41,6,6,7,6,1
39,3,3,3,1,20,3,16,0,51,11,15,16,6,21,27,12,15,5,5,5,0.15,7,7,7,2,0
40,1,1,1,1,4,0,4,0,70,12,16,13,18,18,28,15,13,2,2,2,0.45,9,9,9,8,0
40,1,1,1,1,4,0,4,0,101,11,14,14,50,16,27,13,14,2,2,2,1.25,11,11,11,9,0
41,1,1,1,1,5,0,5,0,47,6,17,17,0,14,20,7,13,5,2,5,0,9,6,9,5,1
41,3,3,4,2,22,1,19,2,50,5,15,19,4,18,25,15,10,4,4,6,0.1,6,6,8,4,1
41,1,1,1,1,5,0,5,0,48,6,19,14,1,15,22,10,12,3,2,3,0.02,8,7,8,6,1
41,1,1,1,1,5,0,5,0,50,9,12,18,0,19,29,11,18,2,2,2,0,10,10,10,7,1
41,10,10,16,7,46,5,40,1,48,6,13,20,1,22,33,13,20,10,10,16,0.02,10,10,16,7,0
41,5,5,5,1,22,3,19,0,49,8,12,17,0,25,32,15,17,10,10,10,0,11,11,11,2,0
42,2,2,2,2,18,0,18,0,46,4,17,20,0,27,32,13,19,4,4,4,0,5,5,5,5,0
42,1,1,1,1,9,0,9,0,48,6,15,17,0,22,30,14,16,3,3,3,0,5,5,5,3,0
43,1,1,1,1,5,0,5,0,52,9,13,19,0,20,30,11,19,2,2,2,0,10,10,10,7,1
43,1,1,1,1,5,0,4,0,55,11,13,18,1,19,30,12,18,2,2,2,0.02,11,11,11,8,1
43,2,2,2,2,9,0,9,0,48,4,16,18,1,22,29,13,16,5,5,5,0.02,8,8,8,8,0
43,3,3,3,2,26,1,20,5,58,5,21,14,10,19,24,11,13,6,6,6,0.23,7,7,7,4,0
43,1,1,1,1,13,1,9,2,96,13,12,21,42,22,31,11,20,3,3,3,0.98,7,7,7,4,0
44,4,4,7,3,22,0,21,0,47,2,10,25,1,22,31,9,22,8,8,13,0.02,9,9,14,7,1
44,2,2,2,2,12,1,10,1,60,12,19,16,4,20,28,16,12,5,5,5,0.09,8,8,8,8,0
44,3,3,3,1,15,1,13,1,70,10,14,20,16,24,33,13,20,7,7,8,0.36,9,9,10,3,0
44,1,1,1,1,5,0,4,0,60,14,23,13,4,27,35,22,13,2,2,2,0.09,8,8,8,7,0
44,3,3,3,1,13,0,13,0,49,5,15,19,0,28,35,16,19,4,4,4,0,9,9,9,5,0
45,1,1,1,1,5,0,5,0,53,8,19,18,1,16,23,9,14,5,2,5,0.02,10,7,10,6,1
45,2,2,2,1,14,0,13,1,63,7,16,22,11,25,31,14,17,3,3,3,0.24,7,6,7,3,0
45,1,1,1,1,13,2,5,5,126,8,37,4,73,8,10,6,4,2,2,2,1.62,3,3,3,2,0
46,1,1,1,1,8,0,8,0,55,7,18,19,3,32,39,21,18,2,2,2,0.07,9,9,9,5,1
47,1,1,1,1,2,0,2,0,168,29,35,0,92,23,29,29,0,1,1,1,1.96,1,1,1,1,1
47,1,1,1,1,6,0,6,2,54,7,15,25,17,30,38,15,23,1,1,1,0.36,7,7,7,7,1
47,2,2,2,1,10,0,9,0,56,9,23,16,0,29,38,22,16,5,5,6,0,7,7,8,3,1
47,1,1,1,1,6,0,6,0,54,6,21,17,1,21,28,13,15,3,2,3,0.02,9,8,9,6,1
